dataset,question_id,record_index,source_file,source_locator,source_category,single_generator,best_mas_generator,p_single,p_best_mas,delta,bucket,bucket_cn,mean5_complete,candidate_scope,question_preview
mmlu_pro,mmlu_pro_10850,10,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=10,philosophy,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,One objection to Singer’s theory that he considers is that it: Options: (A) inappropriately makes proximity morally important. (B) fails to consider the cultural differences in moral norms. (C) overlo
mmlu_pro,mmlu_pro_1156,11,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=11,law,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Proposed legislation was offered to a state legislature that would reorganize the state police. The bill created a great deal of controversy, both in and outside the state government. Several leaders "
mmlu_pro,mmlu_pro_1117,12,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=12,law,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Which of the following executive orders will most likely be found unconstitutional? Options: (A) The President issued an executive order instructing all executive branch employees to refrain from usin
mmlu_pro,mmlu_pro_11752,13,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=13,engineering,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Determine the mass and specific volume of argon gas in a vessel at 150kPaand 20°C. The vessel is spherical and has a radius of 5m. Options: (A) mass = 1350 kg, specific volume = 0.47 m^3/kg (B) mass ="
mmlu_pro,mmlu_pro_11145,14,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=14,philosophy,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Mill claims that one of the strongest objections to utilitarianism is drawn from the idea of: Options: (A) justice. (B) supererogation. (C) honesty. (D) morality. (E) virtue. (F) integrity. (G) duty. 
mmlu_pro,mmlu_pro_11523,15,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=15,engineering,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"(i) How much energy is used by a 1,500-watt heater in 8 hr? (ii) A 12-kw load is supplied from a line that has a resistance of 0.1 ohm in each conductor. Find the line loss in watts when the load is s"
mmlu_pro,mmlu_pro_6954,16,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=16,economics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"What is meant by ""economic resources"" or ""factorsof production""? Name three categories of resources. Options: (A) Capital, commodities, and currency (B) raw materials, human resources and technology ("
mmlu_pro,mmlu_pro_9701,17,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=17,physics,finalizer_only,star,0.4,0.6,0.2,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A copper bar is 8.0 ft long at 68°F and has a linear expansivity of 9.4 × 10^\rule{1em}{1pt}6/F°, What is the increase in length of the bar when it is heated to 110°F? Options: (A) 0.0032 ft (B) 0.006"
mmlu_pro,mmlu_pro_3625,18,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=18,chemistry,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Which pair of reactants will have no net ionic equation (that is, all the ions cancel)? Options: (A) Na2SO3 + FeCl2 (B) MgBr2 + Na2CO3 (C) NH4I + Pb(NO3)2 (D) NaOH + HCl (E) BaCl2 + K2SO4 (F) Cu(NO3)2"
mmlu_pro,mmlu_pro_8929,19,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=19,math,finalizer_only,star,0.4,0.0,-0.4,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,A consumer report revealed the following information about three tubes of toothpaste. Bright is $60 \%$ more expensive than Fresh and has $25\%$ less volume than Glow. Glow is $25\%$ less expensive th
mmlu_pro,mmlu_pro_1810,20,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=20,law,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Congress enacts a $100 tax on the sale of any handgun to a private individual not for use in law enforcement or military duties. Will this new handgun tax survive a constitutional challenge? Options: 
mmlu_pro,mmlu_pro_11786,21,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=21,engineering,finalizer_only,star,0.6,1.0,0.4,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Saturated steam, at 100°F, condenses on the outer surface ofa vertical pipe, 1 ft long and 6 in OD, maintained at 80°F. Calculate a)theaverage coefficient of heat transfer, b)therate of heat transfer,"
mmlu_pro,mmlu_pro_4313,22,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=22,chemistry,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A mixture of nitrogen and oxygen gas is collected by displacement of water at 30°C and 700torrHg press-ure. if the partial pressure of nitrogen is 550torrHg, what is the partial pressure of oxygen? (V"
mmlu_pro,mmlu_pro_3325,23,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=23,biology,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Which of these is a statement that Darwin would have rejected? Options: (A) Environmental change plays a role in evolution. (B) The smallest entity that can evolve is an individual organism. (C) Inher
mmlu_pro,mmlu_pro_12080,24,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=24,engineering,finalizer_only,star,0.6,0.8,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,A four-pole d-c generator has an armature winding containing a total of 648 conductors connected in two parallel paths. If the flux per pole is 0.321 × 10^6 maxwells and the speed of rotation of the a
mmlu_pro,mmlu_pro_10425,25,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=25,computer science,finalizer_only,star,1.0,0.6,-0.4,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Which of the following points would Bayesians and frequentists disagree on? Options: (A) The use of probabilistic modelling for regression. (B) The use of posterior distributions in a probabilistic mo
mmlu_pro,mmlu_pro_5775,26,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=26,other,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,On January 1 the partners' interest in capital profits and losses of Studio Partnership were: Partners Percentages Ross 15% Stone 35% Taylor 50% On April 9 Stone sold his entire interest to Taylor. Fo
mmlu_pro,mmlu_pro_1402,27,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=27,law,finalizer_only,star,0.2,1.0,0.8,mas_help,MAS-help,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A woman is the owner of record of a parcel of land designated as ""A. "" It is the highest of three neighboring properties on a mountain. The woman's sister owns parcel ""C,"" which lies the lowest on the"
mmlu_pro,mmlu_pro_1460,28,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=28,law,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A motorist's negligent driving seriously injured another driver. The motorist was cited for traveling in the wrong lane and paid a fine. The motorist had a policy limit of only $15,000 for third party"
mmlu_pro,mmlu_pro_9765,29,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=29,physics,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,As the life of a star progresses heavy elements are produced. The elements form layers around the star in this order (starting from the outer layer): Options: (A) H → He → C → N → O → Si → Fe (B) H → 
mmlu_pro,mmlu_pro_2243,30,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=30,psychology,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,What is the Theory of SignalDetectabilityand how is it different from the more classical psychophysical view? Options: (A) TSD and the classical psychophysical view are identical in their approach to 
mmlu_pro,mmlu_pro_4901,31,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=31,history,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"This question refers to the following information. The passage below is the Chinese emperor's response to English King George III's diplomatic envoys, who were seeking expanded trading privileges (179"
mmlu_pro,mmlu_pro_4804,32,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=32,history,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"This question refers to the following information. ""In Northern India the existence of separate States at this period is usually little more than a question of words. A zamindar who paid revenue to th"
mmlu_pro,mmlu_pro_4520,33,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=33,chemistry,finalizer_only,star,0.2,0.6,0.4,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Use the $D_0$ value of $\mathrm{H}_2(4.478 \mathrm{eV})$ and the $D_0$ value of $\mathrm{H}_2^{+}(2.651 \mathrm{eV})$ to calculate the first ionization energy of $\mathrm{H}_2$ (that is, the energy ne"
mmlu_pro,mmlu_pro_5307,34,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=34,other,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"As of 2015, agriculture made up about what percentage of total Indian GDP? Options: (A) 64% (B) 55% (C) 40% (D) 8% (E) 10% (F) 50% (G) 22% (H) 16% (I) 32% (J) 28%"
mmlu_pro,mmlu_pro_3623,35,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=35,chemistry,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A sealed, rigid container contains three gases: 28.0 g of nitrogen, 40.0 g of argon, and 36.0 g of water vapor. If the total pressure exerted by the gases is 2.0 atm, what is the partial pressure of t"
mmlu_pro,mmlu_pro_10557,36,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=36,computer science,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Another term for out-of-distribution detection is? Options: (A) precision-recall detection (B) underfitting detection (C) bias-variance tradeoff detection (D) regularization detection (E) one-class de
mmlu_pro,mmlu_pro_8309,37,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=37,math,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,In how many ways can a group of 10 people be divided into 3 non-empty subsets? Options: (A) 12375 (B) 7020 (C) 5100 (D) 8430 (E) 15730 (F) 11525 (G) 7300 (H) 8128 (I) 9330 (J) 10330
mmlu_pro,mmlu_pro_1776,38,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=38,law,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"While visiting at his son's home, a grandfather tripped on a toy left on the floor by his four-year- old grandson. The grandfather fell and was severely injured. The grandfather regularly visited his "
mmlu_pro,mmlu_pro_6376,39,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=39,health,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,A previously healthy 27-year-old nulligravid woman comes to the emergency department because of a 2-day history of moderate-to-severe pain and swelling of the left labia. She is sexually active and us
mmlu_pro,mmlu_pro_4878,40,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=40,history,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"This question refers to the following information. Now, we have organized a society, and we call it ""Share Our Wealth Society,"" a society with the motto ""Every Man a King.""… We propose to limit the we"
mmlu_pro,mmlu_pro_6329,41,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=41,health,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Sauna use, sometimes referred to as ""sauna bathing,"" is characterized by short-term passive exposure to extreme heat. This exposure elicits mild hyperthermia – an increase in the body's core temperatu"
mmlu_pro,mmlu_pro_7252,42,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=42,economics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Describe each of the following situations in terms of de-mand elasticity. a) You have a cold and the only medicine that can help you used to cost $1.50 per bottle but now costs $20.00 a bottle. You bu
mmlu_pro,mmlu_pro_3096,43,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=43,biology,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Explain the mechanism of the genetic determination of sex in man . Options: (A) The temperature during embryonic development determines the sex. (B) The presence of an X or Y chromosome in the mother 
mmlu_pro,mmlu_pro_6489,44,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=44,health,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A 25-year-old woman comes to the physician because of a 2-month history of numbness in her right hand. During this period, she has had tingling in the right ring and small fingers most of the time. Sh"
mmlu_pro,mmlu_pro_4008,45,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=45,chemistry,finalizer_only,star,0.4,0.2,-0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Assuming the Bohr radius is 0.5292 × 10^-8 cm, what frequency of a light wave has the same wavelength as the Bohr radius? Options: (A) 5.665 × 10^17 sec^-1 (B) 7.665 × 10^17 sec^-1 (C) 4.565 × 10^17 s"
mmlu_pro,mmlu_pro_7677,46,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=46,economics,finalizer_only,star,1.0,0.8,-0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Is an increase in national income equivalent to an increase in employment? Options: (A) An increase in national income has no effect on employment. (B) An increase in national income leads to an incre
mmlu_pro,mmlu_pro_7630,47,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=47,economics,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The government of a country decides to increase government spending and taxes by the same amount in order to keep a balanced budget. The MPC is 0.75. Which of the following is true of this situation? 
mmlu_pro,mmlu_pro_8916,48,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=48,math,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Let f(x, y) = x^3 + y^3 + 3xy for all real x and y. Then there exist distinct points P and Q such that f has a Options: (A) local maximum at P and a saddle point at Q (B) local minimum at P and at Q ("
mmlu_pro,mmlu_pro_7813,49,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=49,math,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,What value of y makes y + 2.9 = 11 true? Options: (A) 12.9 (B) 15.1 (C) 11.1 (D) 14.9 (E) 8.9 (F) 9.9 (G) 8.1 (H) 10.1 (I) 13.9 (J) 9.1
mmlu_pro,mmlu_pro_4848,50,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=50,history,finalizer_only,star,0.4,0.2,-0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"This question refers to the following information. ""We found that not only was it a civil war, an effort by a people who had for years been seeking their liberation from any colonial influence whatsoe"
mmlu_pro,mmlu_pro_7615,51,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=51,economics,finalizer_only,star,0.6,0.6,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Define `marginalism' (as used in economics). Options: (A) Marginalism is the study of economic trends. (B) Marginalism is the method of analysis that assesses the impact of changes in production volum
mmlu_pro,mmlu_pro_1121,52,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=52,law,finalizer_only,star,0.4,0.0,-0.4,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The distinction between general and particular jurisprudence was recognized by Options: (A) Kelsen (B) Hart (C) Roscoe Pound (D) Dworkin (E) Austin (F) Holland (G) Blackstone (H) Holmes (I) Salmond
mmlu_pro,mmlu_pro_7644,53,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=53,economics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,When disposable income increases by $X Options: (A) saving remains constant. (B) consumption decreases by more than $X. (C) saving increases by exactly $X . (D) saving increases by less than $X . (E) 
mmlu_pro,mmlu_pro_5295,54,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=54,other,finalizer_only,star,0.2,0.0,-0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,What is 'malware'? Options: (A) A data encryption technique (B) A type of firewall (C) A corrupted program (D) A hacker tool (E) A social media application (F) A computer hardware component (G) An ema
mmlu_pro,mmlu_pro_3227,55,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=55,biology,finalizer_only,star,0.6,0.8,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Why did Mendel succeed in discovering the principlesof transmissions of hereditary traits, whereas others who had conducted such investigations had failed? Options: (A) Mendel had a larger sample size"
mmlu_pro,mmlu_pro_9309,56,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=56,physics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"An astronaut lands on a planet whose mass and radius are each twice that of Earth. If the astronaut weighs 800 N on Earth, how much will he weigh on this planet? Options: (A) 300 N (B) 1000 N (C) 1200"
mmlu_pro,mmlu_pro_1212,57,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=57,law,finalizer_only,star,0.2,0.0,-0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A defendant has been charged with making a false statement to a federally insured financial institution to secure a loan. At trial, the prosecutor calls the defendant's wife as a willing witness to te"
mmlu_pro,mmlu_pro_7475,58,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=58,economics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Adam Smith described in great detail the superior produc-tivity of the division of labor. What did he thinkdivision of labor was limited by? Options: (A) The overall population size (B) the level of t
mmlu_pro,mmlu_pro_7383,59,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=59,economics,finalizer_only,star,0.6,0.2,-0.4,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"What do you expect the rate of growth to be of aneconomy where , on average, the population saves 15% of its income and marginal capital/output ratio is 2.5, i.e., an in-crease in output of $100 billi"
mmlu_pro,mmlu_pro_10747,60,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=60,computer science,finalizer_only,star,0.8,0.8,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,What is the maximum number of entries that can be stored in a binary tree if the longest path from the root to any node does not exceed N? Find the general equation for the aver-age search time for an
mmlu_pro,mmlu_pro_5564,61,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=61,other,finalizer_only,star,0.8,0.2,-0.6,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The statement of activities in the government-wide financial statements includes which of the following? Options: (A) Separate columns for each major governmental fund. (B) Separate columns for each i
mmlu_pro,mmlu_pro_11267,62,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=62,philosophy,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Velleman believes that the option of euthanasia may harm some patients. What does he think is the most significant way in which this might happen? Options: (A) by leading to premature termination of l
mmlu_pro,mmlu_pro_3256,63,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=63,biology,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,What hormone is responsible for metamorphosis in amphibians? Options: (A) growth hormone (B) estrogen (C) thyroxine (D) insulin (E) prolactin (F) testosterone (G) cortisol (H) adrenaline (I) melatonin
